Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
6/30/21,33599,5156-61659,Melville,Suffolk,NY,11747,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,4/23/15,9/25/15,Complete,Long Island Power Solutions,Enphase Energy,M215-60-2LL-S2X-IG-ZC-NA,16,Sun Edison,SE-F270KzC-3y,16,21928,896,4.32,4110,No,No,No,No,POINT (-73.408441 40.788271)
6/30/21,251889,,Queens,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,7/14/20,9/1/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],6,LG Electronics Inc.,LG350N1C-V5,6,6594,420,2.1,2155,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,282206,,Levittown,Nassau,NY,11756,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/22/20,3/3/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,13,21783.27,,4.94,6773,,No,No,Yes,POINT (-73.517198 40.725845)
6/30/21,277607,,Brooklyn,Kings,NY,11229,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,11/26/20,1/14/21,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [208V],12,Sunpower,SPR-E20-327-E-AC,12,21457,785,3.92,4345,,No,No,No,POINT (-73.943351 40.600494)
6/30/21,275684,,KINGS PARK,Suffolk,NY,11754,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/15/20,2/2/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,16,23247.24,,5.44,6764,,No,No,Yes,POINT (-73.24573 40.885947)
6/30/21,264595,,Woodhaven,Queens,NY,11421,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/24/20,12/9/20,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],12,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,12,45912,422,3.84,2852,,No,No,No,POINT (-73.856988 40.691687)
6/30/21,239031,,Northport,Suffolk,NY,11768,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/9/20,7/28/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],22,CertainTeed,CT390HC11-04,22,26659.89,,8.58,7563,,No,No,Yes,POINT (-73.325918 40.90693)
6/30/21,191806,,Queens,Queens,NY,11369,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/22/19,8/5/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],8,LG Electronics Inc.,LG335N1C-A5,8,12730,804,2.68,3447,,No,No,No,POINT (-73.872334 40.763688)
6/30/21,211073,,Brooklyn,Kings,NY,11228,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/7/19,3/3/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],8,LG Electronics Inc.,LG345N1C-V5,8,9865.08,828,2.76,3231,,No,No,No,POINT (-74.01254 40.617485)
6/30/21,182778,,East Meadow,Nassau,NY,11554,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/23/19,8/26/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE10000H-US [208V],1,Silfab,SLG370M,27,46926.8,,9.99,12160,,No,No,Yes,POINT (-73.556907 40.716032)
6/30/21,311271,,Woodhaven,Queens,NY,11421,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,6/21/21,,Pipeline,,SunPower,SPR-E20-327-E-AC [208V],11,Sunpower,SPR-E20-327-E-AC,11,24687,719,3.6,4593,,No,No,No,POINT (-73.856988 40.691687)
6/30/21,214604,,Bronx,Bronx,NY,10462,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/1/19,10/2/20,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],8,LG Electronics Inc.,LG335N1C-A5,8,11202.4,804,2.68,3117,,No,No,No,POINT (-73.857475 40.841597)
6/30/21,36497,5159-67225,North Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,7/10/15,12/8/15,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-B3,11,16830,495,3.3,3871,No,No,No,No,POINT (-73.534468 40.677262)
6/30/21,256155,,Queens,Queens,NY,11432,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,8/12/20,11/25/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],12,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,12,9352,744,3.72,3969,,No,No,No,POINT (-73.792888 40.715188)
6/30/21,272321,,Staten Island,Richmond,NY,10314,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,10/27/20,2/1/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,LG Electronics Inc.,LG350N1C-V5,14,18914,980,4.9,6462,,No,No,No,POINT (-74.152798 40.604049)
6/30/21,176945,,Youngstown,Niagara,NY,14174,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,3/9/19,7/22/19,Complete,"Solcius, LLC",SolarEdge Technologies Ltd.,SE3800H-US [240V],1,LG Electronics Inc.,LG335N1C-A5,8,10077,478,2.68,1507,,No,No,No,POINT (-79.015825 43.247901)
6/30/21,239987,,MOUNT VERNON,Westchester,NY,10550,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,8/14/20,,Pipeline,,Enphase Energy Inc.,IQ7-60-x-US [240V],9,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 335,9,9617.85,362,3.02,2462,,No,No,No,POINT (-73.83589 40.906831)
6/30/21,195362,,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/16/19,9/11/19,Complete,Hytech Solar Inc,Enphase Energy Inc.,IQ7-60-x-US [240V],25,"Jinko Solar Co., Ltd",JKM310M-60L,25,31436,,7.75,10301,,No,No,Yes,POINT (-73.460296 40.682417)
6/30/21,36254,5159-66976,Shelter Island,Suffolk,NY,11964,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,6/23/15,3/15/16,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Yingli Energy (China),YL255P-29b,15,19507.5,581,3.83,4243,No,No,No,No,POINT (-72.32933 41.06112)
6/30/21,244344,,Staten Island,Richmond,NY,10305,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/22/20,12/17/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],15,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-305M,15,14136,915,4.58,5232,,No,No,No,POINT (-74.074837 40.597982)
6/30/21,305184,,Huntington Station,Suffolk,NY,11746,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/27/21,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],32,REC Solar,REC360AA Black,32,34696,,11.52,10225,,No,No,Yes,POINT (-73.364729 40.815715)
6/30/21,270853,,Bronx,Bronx,NY,10465,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/18/20,3/4/21,Complete,Sunnova Energy Corp.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,13,19401.41,884,4.42,5323,,No,No,No,POINT (-73.820974 40.825915)
6/30/21,271830,,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/3/20,2/1/21,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],18,"S-Energy Co., Ltd.",SN370M-10T,18,27030,,6.66,8325,,No,No,Yes,POINT (-73.374734 40.690158)
6/30/21,248889,,Medford,Suffolk,NY,11763,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/1/20,6/29/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],34,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,34,34680,,11.56,12618,,No,No,Yes,POINT (-72.982416 40.822436)
6/30/21,51111,5293-97369,Avon,Livingston,NY,14414,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/2/16,8/17/16,Complete,Direct Energy Solar (formerly Astrum),SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Kyocera Solar,KU265-6MCA,11,11461,688,2.92,3510,No,No,No,No,POINT (-77.727866 42.89327)
6/30/21,273486,,Ossining,Westchester,NY,10562,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,11/5/20,2/25/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],17,LG Electronics Inc.,LG345N1C-V5,17,28184.32,587,5.87,3854,,No,No,No,POINT (-73.841562 41.182134)
6/30/21,60322,4704-84642,Oceanside,Nassau,NY,11572,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,12/17/15,3/2/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,16,17380.8,816,4.08,5290,,No,No,No,POINT (-73.637997 40.635636)
6/30/21,8485,4704-73319,West Hempstead,Nassau,NY,11552,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,9/17/15,12/16/15,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.18,10,14560,354,2.6,3489,No,No,No,No,POINT (-73.653385 40.693979)
6/30/21,102276,,ISLIP,Suffolk,NY,11751,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/19/17,3/12/18,Complete,Harvest Power,Enphase Energy Inc.,IQ6-60-x-US (240V),50,REC Solar,REC280TP,50,42700,,14,13834,,No,No,Yes,POINT (-73.213996 40.737542)
6/30/21,38832,5159-70101,West Islip,Suffolk,NY,11795,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,8/17/15,2/24/16,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-B3,12,18360,720,3.6,4561,No,No,No,No,POINT (-73.298729 40.711073)
6/30/21,9999,4978-91023,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/19/16,1/6/17,Complete,SunRun Inc.,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.08,17,15249,884,4.42,5958,No,No,No,No,POINT (-73.460296 40.682417)
6/30/21,313104,,Brooklyn,Kings,NY,11218,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/17/21,,Pipeline,,SMA America,SB3.8-1SP-US-40 [208V],1,LG Electronics Inc.,LG360Q1C-A5,8,29352,576,2.88,3656,,No,No,Yes,POINT (-73.976298 40.643629)
6/30/21,182258,,Kingston,Ulster,NY,12401,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Purchase,4/13/19,7/30/19,Complete,SunRun Inc.,"Ningbo Ginlong Technologies Co.,Ltd.",Solis-1P3K-4G-US [240V],1,LG Electronics Inc.,LG330N1C-A5,8,11456,656,2.64,2258,,No,No,No,POINT (-74.029167 41.935005)
6/30/21,2438,81,Cuba,,NY,14727,Non-Residential,Residential/Small Commercial,ARRA Projects,National Grid,,5/16/11,5/16/11,Complete,,SMA America,SB5000US (240V),2,Schott Solar,Poly 230,48,,,11.04,12714,,No,No,No,POINT (-78.291237 42.211431)
6/30/21,303716,,Elmhurst,New York,NY,11373,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/22/21,5/18/21,Complete,Amergy Solar Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,8,15833.33,768,2.56,2803,,No,No,No,POINT (-73.878172 40.738576)
6/30/21,280590,,Ossining,Westchester,NY,10562,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,1/19/21,,Pipeline,,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"Jinko Solar Co., Ltd",JKM320M-60HBL,10,36967.92,333,3.2,2187,,No,No,No,POINT (-73.841562 41.182134)
6/30/21,155132,,Staten Island,Richmond,NY,10310,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/20/18,10/29/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,LG Electronics Inc.,LG350Q1C-A5,8,15477,554,2.8,2472,,No,No,No,POINT (-74.115757 40.632051)
6/30/21,242148,,Kingston,Ulster,NY,12401,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Purchase,4/22/20,10/23/20,Complete,"Empire Solar Solutions, LLC",SolarEdge Technologies Ltd.,SE3000H-US [240V],1,"Jinko Solar Co., Ltd",JKM310M-60HBL,12,12500,872,3.72,3002,,No,No,No,POINT (-74.029167 41.935005)
6/30/21,40789,4704-72469,Montauk,Suffolk,NY,11954,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,9/4/15,11/11/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-4.2-OUTD-S-US-Z-A (240V),1,Hanwha Q-Cells,Q.PRO-G4/SC 260,23,33488,658,5.98,6943,No,No,No,No,POINT (-71.949914 41.042541)
6/30/21,41052,4704-72511,Mastic,Suffolk,NY,11950,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,9/4/15,7/10/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-6000-OUTD-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,28,40768,830,7.28,9129,No,No,No,No,POINT (-72.8486 40.806181)
6/30/21,54702,5098-65174,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,5/21/15,1/5/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M215-60-2LL-S2X-IG,15,Trina Solar,TSM-255PD05.08,15,13770,597,3.83,4123,No,No,No,No,POINT (-73.460296 40.682417)
6/30/21,157710,,Staten Island,New York,NY,10305,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/6/18,12/3/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q Cells,Q.PRO BFR-G4.1 260,16,24581.44,699,4.16,3135,,No,No,No,POINT (-74.074837 40.597982)
6/30/21,205158,,Oceanside,Nassau,NY,11572,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/18/19,10/21/19,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ7-60-x-US [240V],17,"Jinko Solar Co., Ltd",JKM310M-60,17,20940.4,,5.27,5179,,No,No,Yes,POINT (-73.637997 40.635636)
6/30/21,255333,,Queens,Queens,NY,11421,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,8/1/20,10/22/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],9,LG Electronics Inc.,LG330N1C-A5,9,6478,404,2.97,2727,,No,No,No,POINT (-73.856988 40.691687)
6/30/21,88776,,Brooklyn,Kings,NY,11238,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/13/17,8/1/17,Complete,"Brooklyn SolarWorks, LLC",Enphase Energy,S280-60-LL-X (208Vac),5,LG Electronics,LG320N1C-G4,5,9382.67,640,1.6,1911,,No,No,No,POINT (-73.963817 40.67988)
6/30/21,262041,,Farmingville,Suffolk,NY,11738,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/20/20,12/31/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],21,Solaria Corporation,Solaria PowerXT-370R-PD,21,25370,,7.77,7832,,No,No,Yes,POINT (-73.03891 40.837174)
6/30/21,121089,,Brooklyn,Kings,NY,11210,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/24/18,6/25/18,Complete,"Brooklyn SolarWorks, LLC",SMA America,SB3.8-1SP-US-40 [208V],1,LG Electronics Inc.,LG335N1C-A5,10,21132.1,623,3.35,2805,,No,No,No,POINT (-73.946445 40.627743)
6/30/21,48234,4704-84594,Farmingville,Suffolk,NY,11738,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,12/17/15,1/4/17,Complete,Tesla Energy Operations Inc.,Fronius USA,Fronius Primo 7.6-1 @ 240 VAC,1,Trina Solar,TSM-260PD05.18,31,45297.2,983,8.06,10597,No,No,No,No,POINT (-73.03891 40.837174)
6/30/21,231101,,Jericho,Nassau,NY,11753,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/14/20,6/29/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],29,"S-Energy Co., Ltd.",SN370M-10T,29,54832,,10.73,11684,,No,No,Yes,POINT (-73.537344 40.788138)
6/30/21,310027,,Queens,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/25/21,,Pipeline,,SunPower,SPR-A410-G-AC [240V],12,Sunpower,SPR-A410-G-AC,12,28810.83,984,4.92,5249,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,43584,4704-89719,Elmont,Nassau,NY,11003,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/4/16,7/25/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Canadian Solar,CS6P-255PX,14,19992,714,3.57,4619,No,No,No,No,POINT (-73.705417 40.699473)
6/30/21,103638,,BROADALBIN,Fulton,NY,12025,Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,11/9/17,1/23/18,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US (240V),27,Hanwha Q CELLS,Q.PEAK BLK-G4.1 290,27,38908.5,987,7.83,3706,,No,No,No,POINT (-74.145651 43.080453)
6/30/21,167489,,Otisville,Orange,NY,10963,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Power Purchase Agreement,1/9/20,2/3/20,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 310,13,13029.88,776,4.03,2768,,No,No,No,POINT (-74.53762 41.467452)
6/30/21,159936,,Springfield Gardens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/3/18,11/28/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,REC Solar,REC290TP2 BLK,15,18522,940,4.35,3639,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,251566,,Bethpage,Nassau,NY,11714,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/29/20,6/30/21,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],48,"S-Energy Co., Ltd.",SD25-72BDE-385V,48,41926,,18.48,19780,,No,No,Yes,POINT (-73.484996 40.740895)
6/30/21,251962,,Queens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,7/15/20,9/25/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],8,LG Electronics Inc.,LG345N1C-V5,8,14408,552,2.76,2712,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,60924,4704-86396,Valley Stream,Nassau,NY,11580,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,1/11/16,5/25/16,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.18,21,30576,819,5.46,6276,No,No,No,No,POINT (-73.704051 40.674737)
6/30/21,249387,,Point Lookout,Nassau,NY,11569,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/10/20,1/21/21,Complete,EmPower Solar,SunPower,SPR-X22-360-E-AC [240V],24,Sunpower,SPR-X22-360-E-AC,24,30936.25,,8.64,8984,,No,No,Yes,POINT (-73.582072 40.59035)
6/30/21,250151,,Island Park,Nassau,NY,11558,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/19/20,10/5/20,Complete,EmPower Solar,SunPower,SPR-A415-G-AC [240V],17,Sunpower,SPR-A415-G-AC,17,25493.81,,7.06,7488,,No,No,Yes,POINT (-73.653739 40.604544)
6/30/21,158434,,SPRINGFIELD GARDENS,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/31/18,1/30/19,Complete,Momentum Solar (dba for Pro Custom Solar LLC),Enphase Energy Inc.,IQ6-60-x-US [240V],15,Hanwha Q Cells,Q.PEAK DUO BLK-G5 315,15,18900,964,4.73,4340,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,121546,,Jamaica,Queens,NY,11432,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/26/18,7/30/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,LG Electronics Inc.,LG350Q1C-A5,10,18434,525,3.5,2363,,No,No,No,POINT (-73.792888 40.715188)
6/30/21,208494,,Baldwin,Nassau,NY,11510,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/16/19,10/23/19,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,"S-Energy Co., Ltd.",SN360M-10,16,23096.46,,5.76,6612,,No,No,Yes,POINT (-73.609748 40.654614)
6/30/21,2014-658889-Sola,,Islip,Suffolk,NY,11751,Residential,Residential/Small Commercial,Solar Pioneer Leasing,Long Island Power Authority,Lease,6/17/14,5/14/15,Complete,VIVINT SOLAR,Enphase En,,9,Trina Sola,,9,12048,971,2.3,2694,,No,No,No,POINT (-73.213996 40.737542)
6/30/21,59263,4704-80198,Wyandanch,Suffolk,NY,11798,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,11/5/15,4/5/16,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.18,29,42224,679,7.54,10473,No,No,No,No,POINT (-73.365346 40.752907)
6/30/21,97680,,Yonkers,Westchester,NY,10705,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/1/17,11/1/17,Complete,SunRun Inc.,ABB,PVI-3.0-OUTD-S-US-A (240V),1,REC Solar,REC290TP2 BLK,13,11575,965,3.77,3302,,No,No,No,POINT (-73.890871 40.918216)
6/30/21,264040,,Jamaica,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/29/20,12/11/20,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [208V],10,Sunpower,SPR-E20-327-E-AC,10,14715,654,3.27,3842,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,121065,,Staten Island,Richmond,NY,10314,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,6/1/18,7/9/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,REC Solar,REC290TP2 BLK,15,18232,940,4.35,4202,,No,No,No,POINT (-74.152798 40.604049)
6/30/21,70183,,Ronkonkoma,Suffolk,NY,11779,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/23/16,12/21/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE 11400A-US (240V),1,LG Electronics,LG365N2W-B3,38,43050,,13.87,15320,,No,No,Yes,POINT (-73.116858 40.815879)
